name,affiliation,firstName,lastName,id,articleId,orcid,type,kwd,,pubTopics,,sponsors_name,sponsors_url
Ramon Ferrus, Spain,Ramon,Ferrus,37268332600,6648628,,INSPEC: Non-Controlled Indexing,sensor nodes,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Hiram Galeana-Zapien,Information Technology Laboratory at Cinvestav-Tamaulipas,Hiram,Galeana-Zapien,38270087500,6648628,,Author Keywords ,Sensor localization,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Hiram Galeana-Zapien, Ciudad Victoria,Hiram,Galeana-Zapien,38270087500,6648628,,Author Keywords ,mobile sensor networks,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Hiram Galeana-Zapien, Mexico,Hiram,Galeana-Zapien,38270087500,6648628,,Author Keywords ,semi-definite programming,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Dianhui Xu,LitePoint Corporation,Dianhui,Xu,37674735300,6653794,,Author Keywords ,convex programming,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Dianhui Xu, Sunnyvale,Dianhui,Xu,37674735300,6653794,,Author Keywords ,semi-definite relaxation,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Dianhui Xu, CA,Dianhui,Xu,37674735300,6653794,,Author Keywords ,mobile localization,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Dianhui Xu, USA,Dianhui,Xu,37674735300,6653794,,IEEE Keywords,Delays,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Yingwei Yao,University of Illinois at Chicago,Yingwei,Yao,37275325800,6653794,,IEEE Keywords,Echo cancellers,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Yingwei Yao, Chicago,Yingwei,Yao,37275325800,6653794,,IEEE Keywords,Interference,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Yingwei Yao, IL,Yingwei,Yao,37275325800,6653794,,IEEE Keywords,Phase shifters,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Yingwei Yao, USA,Yingwei,Yao,37275325800,6653794,,IEEE Keywords,Throughput,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Giulio Bartoli,Department of Information Engineering,Giulio,Bartoli,37717410600,6653778,,IEEE Keywords,Receiving antennas,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Giulio Bartoli, University of Florence,Giulio,Bartoli,37717410600,6653778,,IEEE Keywords,Baseband,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Giulio Bartoli, Firenze,Giulio,Bartoli,37717410600,6653778,,INSPEC: Controlled Indexing,carrier sense multiple access,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Giulio Bartoli, Italy,Giulio,Bartoli,37717410600,6653778,,INSPEC: Controlled Indexing,cellular radio,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Romano Fantacci,Department of Information Engineering,Romano,Fantacci,37276044300,6653778,,INSPEC: Controlled Indexing,echo suppression,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Romano Fantacci, University of Florence,Romano,Fantacci,37276044300,6653778,,INSPEC: Controlled Indexing,frequency division multiplexing,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Romano Fantacci, Firenze,Romano,Fantacci,37276044300,6653778,,INSPEC: Controlled Indexing,phase noise,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Romano Fantacci, Italy,Romano,Fantacci,37276044300,6653778,,INSPEC: Controlled Indexing,telecommunication traffic,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Dania Marabissi,Department of Information Engineering,Dania,Marabissi,37270217800,6653778,,INSPEC: Non-Controlled Indexing,BS-BS interference,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Dania Marabissi, University of Florence,Dania,Marabissi,37270217800,6653778,,INSPEC: Non-Controlled Indexing,UE-UE interference,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Dania Marabissi, Firenze,Dania,Marabissi,37270217800,6653778,,INSPEC: Non-Controlled Indexing,thermal noise power,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Dania Marabissi, Italy,Dania,Marabissi,37270217800,6653778,,INSPEC: Non-Controlled Indexing,UE-UE channel model,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Renato Simoni,Department of Information Engineering,Renato,Simoni,38231992300,6653778,,INSPEC: Non-Controlled Indexing,DL cochannel interferences,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Renato Simoni, University of Florence,Renato,Simoni,38231992300,6653778,,INSPEC: Non-Controlled Indexing,noncooperative technique,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Renato Simoni, Firenze,Renato,Simoni,38231992300,6653778,,INSPEC: Non-Controlled Indexing,cellular systems,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Renato Simoni, Italy,Renato,Simoni,38231992300,6653778,,INSPEC: Non-Controlled Indexing,high traffic load,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Yunsheng Wang,Department of Computer Science,Yunsheng,Wang,37601118400,6653784,,INSPEC: Non-Controlled Indexing,MAC level throughput,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Yunsheng Wang, Kettering University,Yunsheng,Wang,37601118400,6653784,,INSPEC: Non-Controlled Indexing,CSMA network,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Yunsheng Wang, Flint,Yunsheng,Wang,37601118400,6653784,,INSPEC: Non-Controlled Indexing,carrier sense multiple access network,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Yunsheng Wang, MI,Yunsheng,Wang,37601118400,6653784,,INSPEC: Non-Controlled Indexing,STR systems,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Yunsheng Wang, USA,Yunsheng,Wang,37601118400,6653784,,INSPEC: Non-Controlled Indexing,protocols,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Jie Wu,Department of Computer and Information Sciences,Jie,Wu,37279156600,6653784,,INSPEC: Non-Controlled Indexing,RF,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Jie Wu, Temple University,Jie,Wu,37279156600,6653784,,INSPEC: Non-Controlled Indexing,radiofrequency impairments,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Jie Wu, Philadelphia,Jie,Wu,37279156600,6653784,,INSPEC: Non-Controlled Indexing,wideband signals,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Jie Wu, PA,Jie,Wu,37279156600,6653784,,INSPEC: Non-Controlled Indexing,antennas,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Jie Wu, USA,Jie,Wu,37279156600,6653784,,INSPEC: Non-Controlled Indexing,phase noise,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Wei-Shih Yang,Department of Mathematics,Wei-Shih,Yang,37072370900,6653784,,INSPEC: Non-Controlled Indexing,closed-loop echo cancellation technique,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Wei-Shih Yang, Temple University,Wei-Shih,Yang,37072370900,6653784,,INSPEC: Non-Controlled Indexing,ADC,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Wei-Shih Yang, Philadelphia,Wei-Shih,Yang,37072370900,6653784,,INSPEC: Non-Controlled Indexing,high resolution analog-to-digital converter,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Wei-Shih Yang, PA,Wei-Shih,Yang,37072370900,6653784,,INSPEC: Non-Controlled Indexing,digital domain echo cancellation,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Wei-Shih Yang, USA,Wei-Shih,Yang,37072370900,6653784,,INSPEC: Non-Controlled Indexing,high power echoes,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Tsung-Hsien Liu,Department of Communications Engineering and the Department of Electrical Engineering,Tsung-Hsien,Liu,37280957400,6661317,,INSPEC: Non-Controlled Indexing,LNA,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Tsung-Hsien Liu, National Chung Cheng University,Tsung-Hsien,Liu,37280957400,6661317,,INSPEC: Non-Controlled Indexing,low noise amplifier,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Tsung-Hsien Liu, Chia-Yi,Tsung-Hsien,Liu,37280957400,6661317,,INSPEC: Non-Controlled Indexing,physical layer capacity,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Tsung-Hsien Liu, Taiwan,Tsung-Hsien,Liu,37280957400,6661317,,INSPEC: Non-Controlled Indexing,high power transmit signal,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Xin Miao,School of Software and TNList,Xin,Miao,37707461500,6661323,,INSPEC: Non-Controlled Indexing,simultaneous transmission and reception,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Xin Miao, Tsinghua University,Xin,Miao,37707461500,6661323,,INSPEC: Non-Controlled Indexing,full duplex transmission and reception,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Xin Miao, Beijing,Xin,Miao,37707461500,6661323,,INSPEC: Non-Controlled Indexing,system level performance,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Xin Miao, China,Xin,Miao,37707461500,6661323,,Author Keywords ,Full duplex,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Kebin Liu,School of Software and TNList,Kebin,Liu,37536772300,6661323,,Author Keywords ,simultaneous transmission and reception (STR),,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Kebin Liu, Tsinghua University,Kebin,Liu,37536772300,6661323,,Author Keywords ,echo cancellation,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Kebin Liu, Beijing,Kebin,Liu,37536772300,6661323,,Author Keywords ,CSMA,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Kebin Liu, China,Kebin,Liu,37536772300,6661323,,Author Keywords ,null forming,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Yuan He,School of Software and TNList,Yuan,He,37398853200,6661323,,Author Keywords ,hidden node,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Yuan He, Tsinghua University,Yuan,He,37398853200,6661323,,IEEE Keywords,Delays,,"Communication, Networking and Broadcast Technologies",,IEEE Communications Society,http://www.comsoc.org/
Yuan He, Beijing,Yuan,He,37398853200,6661323,,IEEE Keywords,Echo cancellers,,Computing and Processing,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Yuan He, China,Yuan,He,37398853200,6661323,,IEEE Keywords,Interference,,Signal Processing and Analysis,,IEEE Communications Society,http://www.comsoc.org/
Dimitris Papadias,Department of Computer Science and Engineering,Dimitris,Papadias,37276740500,6661323,,IEEE Keywords,Phase shifters,,"Communication, Networking and Broadcast Technologies",,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
Dimitris Papadias, Hong Kong University and Technology,Dimitris,Papadias,37276740500,6661323,,IEEE Keywords,Throughput,,Computing and Processing,,IEEE Communications Society,http://www.comsoc.org/
Dimitris Papadias, Clear Water Bay,Dimitris,Papadias,37276740500,6661323,,IEEE Keywords,Receiving antennas,,Signal Processing and Analysis,,IEEE Signal Processing Society,http://www.ieee.org/organizations/society/sp/index.html#pub
